username;caption;tag;tagId;link
"fatboysushi";"Always happy faces @fatboysushi \n#aroii #aroidee #chasingdelicious #bonappetitbkk #ate_art #biggertummy #dailylicious #eatandshout #eatinthai #itan #kinlang #foodpastel #munchiesminute #kinjupjip  #crepes #garden #french #foodie #food #crepe #delicious #bkk #bangkok #thai #thaifood #bkkfood #foodgasm #sogood #cafe #thaistuff";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10432032_100102450389036_868575678_n.jpg?ig_cache_key=MTIwNjgzMTExNjgxNTUxNzU3OQ%3D%3D.2.l"
"anderson_tancredi";"#Sushi";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1169741_213907378964560_1777183228_n.jpg?ig_cache_key=MTIwNjgzMTEwNzcyNDM3NTgyOQ%3D%3D.2"
"jusssia_b";"#afterework#sushi#sushitime #myfirsttime#girlsnight#wine#fun#thuesday#tastegood#edosushi#edofusion#asiantaste";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1169134_1721795001432288_1211004928_n.jpg?ig_cache_key=MTIwNjgzMDg5NjgwNzQxMzQ2Ng%3D%3D.2"
"amypopo";"#greenleafsushi #houseroll #sushi #westbroadway #westpointgrey";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12825995_246675069000460_84899366_n.jpg?ig_cache_key=MTIwNjgzMDgwNDE4MDE1NTY1MA%3D%3D.2"
"sushipoparg";"Por fin, después de una semana de sorteos por el Día Internacional de la Mujer, anunciamos a las ganadoras: *Cenas en Izakaya*\n\n@micaaromero \n@vek_campos *Libros de Cocinar y Dibujar*\n\n@uyquemona \n@danamartinezoliver *Vouchers de Pony*\n\n@angelesmrodriguez\n\n@catamallia *Combos Black*\n\n@ximewinogora\n\n@solchisarsotto\n\nFelicitaciones! #sushi #sushpop #sushilovers #sorteo #delivery #pony #black #cocinarydibujar #sushitime #winners";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/1390155_1571872853130264_1614827156_n.jpg?ig_cache_key=MTIwNjgzMDc0MTU1MzEwMjAxNQ%3D%3D.2.l"
{"username":"marconimoreira","username":"allannfrancco","username":"viniciusareb","username":"taynapimentelcantora","username":"sushikaimanaus"};"Amanhã (16), o Sushi Kai está preparando uma noite imperdível!  A \"Noite do Chef\" receberá a cantora Tayna Pimentel, com um repertório dos grandes nomes da MPB. O melhor de tudo é que você não pagará o couvert artístico. O show é por nossa conta! 🍷\nA \"Noite do Chef\"  funciona assim: R$79,00 (individual) e R$99,00 (duas pessoas)! 🍷\n👧\nCliente individual consome porções de uma entrada preferida, uma porção de prato quente com 150g, uma sobremesa e um drink.\n👬\nDuas pessoas consomem a mesma porção cada, mas pagando apenas R$ 99,00 (duas pessoas).\n🍮\nENTRADAS\n• Sunonomo - 1 porção média\n• Gyoza suina - 2 unidades\n• Harumaki carne c/ legumes - 1 unidade\n• Anéis de lula - 6 unidades\n•Crostini de shimeji - 2 unidades\n🍤\nPRINCIPAIS\n• Salmão ao coullins - COM 150g\n• Yakissoba de filé - COM 150g\n• Teppan de frango - COM 150g\n• Suíno ao gengibre - COM 150g\n🍦\nSOBREMESAS\n• Sorvete com fruta - 1 taça c/ 1 bola\n• Banana honey - 4 unidades\n• Mil folhas - padrão\n🍸\nDRINKS\nCaipirinha de limão\nCranberry run\nRainha vermelha (sem álcool)\nSuper nova (sem álcool)\n🍻\n#sushikai #noitedochef #melhornoite #melhorrestaurante #comidasaudavel #comidajaponesa #comidaoriental #sushi #temaki #somostodoscumplices #somosapaixonados #somosapaixonadosporsushi #manaus #amazonas #brasil\n❤\n\"Noite do Chef\". Uma noite de sonhos pra você! \nFaça a sua reserva pelo telefone: 3345 -3001";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s320x320/e35/12797950_238833359792569_1904097989_n.jpg?ig_cache_key=MTIwNjgzMDcwMjUwMjYwNjEzOQ%3D%3D.2.l"
"ihcoco11";"🐟#부산여행 #미포 #자연산 #도미 #돔 #우럭 #회 #스끼다시 #넘나신선한것 #전복 #조개 #해삼 #해산물 #맛있어 #맛스타그램 #먹스타그램 #먹방 #술스타그램 #여행 #일상 #데일리 #맛집 #횟집 #부산 #해운대 #sushi #alcohol #酒";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11429737_606529529495140_1589623772_n.jpg?ig_cache_key=MTIwNjgzMDYzMTMzMjE3NzE1Mg%3D%3D.2.l"
{"username":"austinr","username":"annixontong","username":"hibagonsushi","username":"katymarketfresh"};"No visit to @hibagonsushi is complete without a portion of their Salt & Pepper Squid - so addictive! 🐙🌶🐙🌶🐙";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s480x480/e35/12816989_883377038445452_1774620916_n.jpg?ig_cache_key=MTIwNjgzMDYyNTQ3NzU2MjY4OA%3D%3D.2"
"mccaremi";"#basicbetches luvvv #sushi 💁🏼";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729675_1526705900964320_921360697_n.jpg?ig_cache_key=MTIwNjgzMDUwMzIyODkxNzg5NQ%3D%3D.2.l"
"hana_asian_bistro";"Tasty Tuesday's.. Tropical sangria🍹spider roll 🕷and chefs special rocknroll 🦀 #sushi #amazingcocktails #ozonepark #tuesdaynightfun";sushi;5;"https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10401559_184944388551646_779077762_n.jpg?ig_cache_key=MTIwNjgzMDQyMjgyNzA5NjU1MQ%3D%3D.2"
